ID;NOMBRE DEL CASO;INSTRUMENTO NORMATIVO;TIPO DE COMPROMISO;DESCRIPCIÓN DEL COMPROMISO;UNIDAD TERRITORIAL;REGIÓN;PROVINCIA;DISTRITO(S);ESTADO ACTUAL DEL COMPROMISO;RESPONSABLE;NIVEL DE GOBIERNO RESPONSABLE FINAL;LONGITUD;LATITUD
161;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"3 PUENTES - PVD
CONSTRUCCIÓN DE PUENTE DE CARRETERA; EN EL(LA) RUTA AP-958: PUENTE CHALLA CHALLA Y ACCESOS EN LA LOCALIDAD CHALLA CHALLA, DISTRITO DE CHALLHUAHUACHO, PROVINCIA COTABAMBAS, DEPARTAMENTO APURIMAC

ORIGINAL: CONSTRUCCION DE PUENTE CHALLA CHALLA";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.2464;-14.1186
162;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCIÓN EDUCATIVA INTEGRADA DE CCOCHAPATA EN LA LOCALIDAD DE CCOCHAPATA, DISTRITO DE COTABAMBAS - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COTABAMBAS;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.355;-13.7456
163;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL TAMBOBAMBA, DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;TAMBOBAMBA   ;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.1747;-13.9461
164;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;CREACION DEL SERVICIO DE AGUA PARA RIEGO CON UN SISTEMA DE RIEGO TECNIFICADO EN LA COMUNIDAD CAMPESINA DE CCOLLPAPAMPA DEL DISTRITO DE MARA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;MARA;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.1019;-14.0867
165;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE EL PROGRESO, DISTRITO DE PROGRESO - GRAU - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;GRAU;PROGRESO;ABIERTO - EN PROCESO;MD CHALLHUAHUACHO;GOBIERNO NACIONAL;-72.4767;-14.0722
166;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE CCARANCCA, DISTRITO DE COTABAMBAS - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COTABAMBAS;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.355;-13.7456
167;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE LA INSTITUCIÓN EDUCATIVA INTEGRADA DE PUMAMARCA - DISTRITO TAMBOBAMBA, PROVINCIA DE COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;TAMBOBAMBA   ;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.1747;-13.9461
168;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS  DE AGUA POTABLE Y SANEAMIENTO BASICO DE LAS LOCALIDADES DE PECCOY, PACHUCANI, ALTO LIBERTAD, DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;HAQUIRA   ;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.1889;-14.2142
169;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO DEL CAMINO VECINAL ANTA ANTA - PICHACA - AYACASI - ASACASI - CASACANCHA, CASACANCHA - PACLA - PACLA, VARIANTE ÑAWINPUQUIO - CHULLUPATA (KM. 30+340), DISTRITO DE TAMBOBAMBA, PROVINCIA DE COTABAMBAS – APURÍMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;TAMBOBAMBA   ;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.1747;-13.9461
170;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA I.E. 50642 INMACULADA CONCEPCION EN EL DISTRITO DE COYLLURQUI - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC

ANTES: 
MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA PRIMARIA Y SECUNDARIA N 50642 INMACULADA CONCEPCION, DEL CENTRO POBLADO DE PFACO DISTRITO DE COYLLURQUI, PROVINCIA DE COTABAMBAS - APURIMAC

ORIGINAL: MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCIÓN EDUCATIVA PRIMARIA Y SECUNDARIA N51075 INMACULADA CONCEPCION, DEL CENTRO POBLADO DE PFACO, DISTRITO DE COYLLURQUI, PROVINCIA DE COTABAMBAS - APURIMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COYLLURQUI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.4322;-13.8369
171;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DE LA COMUNIDAD CAMPESINA DE MARANGALLAY-KUTUCTAY, DISTRITO DE COTABAMBAS - PROVINCIA DE COTABAMBAS - REGION APURIMAC

CONTEMPLADO EN PLAN N° DE ORIGEN 326";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COTABAMBAS;ABIERTO - EN PROCESO;GORE APURÍMAC;GOBIERNO NACIONAL;-72.355;-13.7456
172;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DE LOS SECTORES ACPITAN Y COYLLURQUI-REPRESAMIENTO DE LAS LAGUNAS CCOMEROCOCHA Y MESANIPAMPA, DISTRITO DE COYLLURQUI - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COYLLURQUI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.4322;-13.8369
173;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BÁSICO EN LAS COMUNIDADES DE VILCARO MANASQUI PFACO Y PALLPARO DEL DISTRITO DE COYLLURQUI - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COYLLURQUI;ABIERTO - EN PROCESO;GORE APURÍMAC;GOBIERNO NACIONAL;-72.4322;-13.8369
174;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA INTEGRADA DE ASACASI DEL CENTRO POBLADO DE ASACASI DISTRITO DE TAMBOBAMBA, PROVINCIA DE COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;TAMBOBAMBA   ;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.1747;-13.9461
175;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;"CONSTRUCCIÓN DE PUENTE DE CARRETERA; EN EL(LA) RUTA AP-112: PUENTE PACHARASO Y ACCESOS DISTRITO DE COYLLURQUI, PROVINCIA COTABAMBAS, DEPARTAMENTO APURIMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COYLLURQUI;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-72.4322;-13.8369
176;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;"MEJORAMIENTO DE LOS SERVICIOS BASICOS DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE PICOSAYHUA, ANCAHUACHANA, JUAN VELASCO ALVARADO, ILLACHANCA, TAMBOPATA, SAN FERNANDO, CHECCTASCA, CCONCCAPAMPA, LLOCCOLLOCO PACAYURA, CCOTANCCAYRE Y CHACAPAMPA DEL DISTRITO DE PROGRESO - PROVINCIA DE GRAU - DEPARTAMENTO DE APURIMAC

ANTERIOR:
MEJORAMIENTO DE LOS SERVICOS BASICOS DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE PACCAYURA, PICOYA, CHACAPAMPA, ANCAHUACHANA, JUAN VELASCO ALVARADO, ILLACHANCA, TAMBOPATA, CCOTANKAYIRE, SAN FERNANDO CHECCTASCA, CCONCCAPAMPA, LLOCCOLLOCO EN EL DISTRITO PROGRESO, PROVINCIA DE GRAU - APURIMAC";UT CORREDOR VIAL SUR;APURÍMAC;GRAU;PROGRESO;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.4767;-14.0722
177;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DE LOS BARRIOS EL SALVADOR Y PATRON SANTIAGO DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.2464;-14.1186
178;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO, AMPLIACION DEL SERVICIO EDUCATIVO DE NIVEL PRIMARIA DE LA IEP. N 501190 DE LA COMUNIDAD DE CHICÑAHUI, DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.2464;-14.1186
179;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS EN LA I.E. INICIAL JARDÍN N° 788 QUEUÑA DE LA COMUNIDAD CAMPESINA DE QUEUÑA DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.2464;-14.1186
180;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE CHOCCOYO Y ANEXOS, CATCANTA Y SESSECCA, DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.2464;-14.1186
181;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS BARRIOS URBANOS: PATRÓN SANTIAGO, EL SALVADOR, LOS ÁLAMOS, WICHAYPAMPA, SEÑOR DE HUANCA Y SAN MARCOS DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;GORE APURÍMAC;GOBIERNO NACIONAL;-72.2464;-14.1186
182;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. INICIAL JARDÍN N° 893 DEL ANEXO CCAYCCOPAMPA DE LA COMUNIDAD CAMPESINA DE HUANCUIRE DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.2464;-14.1186
183;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE UBS EN EL BARRIO CARAMPA, CCAMUCCASA DE CARMEN ALTO, BARRIO TACAMIPAMPA, CCAYCCOPAMPA, NUCAPUCRO DE CHOAQUERE Y LINDARUMI DE QUEULLABAMBA, DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINAM;GOBIERNO REGIONAL;-72.2464;-14.1186
184;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;CREACIÓN DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL CENTRO POBLADO SANTA ROSA DE HUANCUIRE, DISTRITO DE CHALLHUAHUACHO,PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MD CHALLHUAHUACHO;GOBIERNO NACIONAL;-72.2464;-14.1186
185;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS / ALCANTARILLADO EN LAS COMUNIDADES DE CCARAYHUACHO, LAHUANI, PATARIO, HUANCURI Y SAUSAMA, DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-72.2464;-14.1186
186;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA DE LA IEP. N 51043 VIRGEN DE CHAPI - LAHUANI, DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINAM;GOBIERNO NACIONAL;-72.2464;-14.1186
187;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD CHALLHUAHUACHO, DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MD CHALLHUAHUACHO;GOBIERNO NACIONAL;-72.2464;-14.1186
188;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"PIP MAYOR
CREACION DEL SERVICIO DE AGUA PARA RIEGO A TRAVES DE LA CONSTRUCCION DE LA REPRESA ANCCASCCOCHA Y DERIVACION DEL RIO PARARANI PARA EL SISTEMA DE RIEGO EN LAS COMUNIDADES DE CHOCCOYO, CHONTAHUILLQUE, TAMBULLA, PARARANI Y CCASA DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, APURIMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-72.2464;-14.1186
189;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"PIP MAYOR
CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMUNIDADES DE CUCHUHUACHO, CCAHUANHUIRE, CHOCCOYO, LAHUANI, HUANACOPAMPA Y CHUICUNI DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS - APURÍMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-72.2464;-14.1186
190;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"PIP MAYOR
INSTALACIÓN DEL SERVICIO DE AGUA A TRAVÉS DE LA CONSTRUCCIÓN DE LAS REPRESAS DE QUEULLACOCHA Y CHALLHUICOCHA PARA EL SISTEMA DE RIEGO EN LAS COMUNIDADES DE ANTA ANTA, CCAYCOPAMPA, HUANCUIRE, HUARACCOYO, PATARIO, SUYTUYO Y CCOCHAC DESPENSA DE LOS DISTRITOS DE CHALLHUAHUACHO Y HAQUIRA DE LA PROVINCIA DE COTABAMBAS, APURÍMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MD CHALLHUAHUACHO;GOBIERNO NACIONAL;-72.2464;-14.1186
191;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"PIP MAYOR
CREACIÓN DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMUNIDADES DE TAMBULLA, PARARANI, Y QUEUÑA DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS - APURIMAC

ORIGINAL: CREACION DEL SERVICIO DE AGUA A TRAVÉS DE LA CONSTRUCCIÓN DE LA REPRESA DE MILLO K’ULLCO PARA EL SISTEMA DE RIEGO EN LAS COMUNIDADES DE TAMBULLA, PARARANI Y QUEUÑA DEL, DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-72.2464;-14.1186
192;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;"NUEVO: MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE DISPOSICIÓN SANITARIA DE EXCRETAS Y ALCANTARILLADO EN LA COMUNIDAD DE PARARANI Y SUS SECTORES PUMASUCA, CONSAJATA Y JATAHUASI DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC.

ANTERIOR: CU 2342681 - MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS SECTORES PARARANI CENTRAL, CONSAJATA, CCATAHUASI, Y PUMASUCA DE LA COMUNIDAD CAMPESINA DE PARARANI, DISTRITO DE CHALLHUAHUACHO, COTABAMBAS – APURIMAC.";UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-72.2464;-14.1186
193;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y PTAR EN LA COMUNIDAD CAMPESINA DE HUARACCOYO, DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;GORE APURÍMAC;GOBIERNO NACIONAL;-72.2464;-14.1186
194;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA IE SECUNDARIA APUMARCA DE LA COMUNIDAD DE APUMARCA DEL DISTRITO DE MARA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;MARA;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.1019;-14.0867
195;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCION EDUCATIVA N° 721 CHALLHUAHUACHO DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO REGIONAL;-72.2464;-14.1186
196;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCIÓN EDUCATIVA INTEGRADA DE COLCA DE LA LOCALIDAD DE COLCA, DISTRITO DE COTABAMBAS - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;COTABAMBAS;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.355;-13.7456
197;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO DE LA OFERTA DEL SERVICIO EDUCATIVO EN LA INSTITUCION EDUCATIVA SECUNDARIA CEMA - PATAN DEL CENTRO POBLADO DE PATAN, DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;HAQUIRA   ;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-72.1889;-14.2142
198;GRUPO DE TRABAJO PARA LA PROVINCIA DE COTABAMBAS Y DISTRITO DEL PROGRESO - GRAU. ;RESOLUCIÓN MINISTERIAL N.° 264-2021-PCM;PIP;MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DEL PUESTO DE SALUD NIVEL I-1 DE LA LOCALIDAD DE RECOR CCONCCACCA, DISTRITO DE PROGRESO - GRAU - APURIMAC;UT CORREDOR VIAL SUR;APURÍMAC;GRAU;PROGRESO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.4767;-14.0722
199;MESA DE DIÁLOGO DEL DISTRITO DE CHALLHUAHUACHO -DECRETO SUPREMO N° 005-2016-PCM.;;PIP;MEJORAMIENTO DEL SERVICIO EDUCATIVO DE INIVEL INICIAL I.E.I N° 881 DE QUEHUIRA DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, REGION APURIMAC.;UT CORREDOR VIAL SUR;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.2464;-14.1186
